"","source","target","mor"
"5648","RARA","LCOR",1
"5649","THRA","CYP26A1",1
"5650","PAX6","PAX2",-1
"5651","PAX2","PAX6",-1
"5652","NR5A1","AMHR2",1
"5653","FLI1","GP1BA",1
"5654","GATA1","GP1BA",1
"5655","GATA1","GP9",1
"5656","E2F1","ACAN",-1
"5657","ESR1","CDH1",1
"5658","ZGLP1","ACTB",1
"5659","NKX3-1","SEPTIN9",1
"5660","MYC","TMEFF2",-1
"5661","GATA4","EDF1",1
"5662","JUN","NPPA",1
"5663","TTF1","AGT",1
"5664","NCOR1","ESR1",-1
"5665","ESR1","NCOR1",1
"5666","SREBF1","RETN",1
"5667","PPARA","SREBF1",-1
"5668","HMGA2","AKT1",1
"5669","HMGA2","CCNG1",1
"5670","PKNOX1","PF4",1
"5671","ZNF699","PF4",1
"5672","SP1","CDK2",1
"5673","IRF1","CDK2",-1
"5674","IRF1","SP1",1
"5675","IRF2","CDK2",1
"5676","IRF3","CDK2",1
"5677","TP53","CDK2",-1
"5678","RELA","PPARG",-1
"5679","SOX8","AMH",1
"5680","TBX2","GJA1",-1
"5681","SP3","TFAP2C",-1
"5682","TP53","SREBF1",-1
"5683","AR","IGHG1",1
"5684","VSX2","IGHG1",1
"5685","MYB","PIM1",1
"5686","CEBPG","CEBPD",1
"5687","CEBPG","EBP",1
"5688","CEBPB","IKBKE",1
"5689","CEBPG","IKBKE",1
"5690","SP1","SQSTM1",1
"5691","SP3","SQSTM1",1
"5692","BMAL1","SERPINE1",1
"5693","IRF2","CREBBP",1
"5694","HIF1A","WT1",1
"5695","ETV6","GP1BA",-1
"5696","ETS1","CDKN1A",1
"5697","NFYA","CDC25C",1
"5698","ZHX2","CDC25C",-1
"5699","ZHX2","NFYA",-1
"5700","NFIL3","PTGS2",-1
"5701","NFE2L2","PRDX1",1
"5702","ESR1","CAD",1
"5703","SP1","CAD",1
"5704","RELA","ELF3",1
"5705","NFKB1","ELF3",1
"5706","SSRP1","CIITA",1
"5707","TP53","CASP8",1
"5708","E2F3","KHDRBS1",1
"5709","TFE3","KHDRBS1",1
"5710","EBF1","ACHE",1
"5711","EBF1","IGLL1",1
"5712","SSRP1","ACHE",1
"5713","SSRP1","IGLL1",1
"5714","TCF3","ACHE",1
"5715","EBF1","CREBBP",1
"5716","HOXB4","SCAI",1
"5717","UBTF","CCND1",1
"5718","MYOG","MSTN",1
"5719","ELK1","PSEN1",1
"5720","ETV1","PSEN1",1
"5721","GABPA","PSEN1",1
"5722","ESR1","MDM2",1
"5723","ETS2","MDM2",1
"5724","ESR1","TP53",-1
"5725","TP53","ESR1",1
"5726","MSX2","IBSP",1
"5727","RUNX2","IBSP",1
"5728","HNF4A","VIM",1
"5729","ATF2","FASLG",1
"5730","POU2F1","FGL2",1
"5731","SP1","FGL2",1
"5732","SP3","FGL2",1
"5733","NKX2-5","DHX9",1
"5734","NKX2-5","MOV10L1",1
"5735","YY1","MYH6",-1
"5736","YY1","MYH13",-1
"5737","EGR1","MDM2",1
"5738","TP53","EGR1",1
"5739","EGR1","TP53",1
"5740","PAX2","MITF",1
"5741","MITF","PAX6",-1
"5742","PAX6","MITF",1
"5743","ZNF79","TICAM2",1
"5744","NFKB1","IFNG",1
"5745","NFKB1","SAMHD1",1
"5746","RELA","SULT1E1",1
"5747","TP63","SULT1E1",1
"5748","NFKB1","BMP2",1
"5749","RELA","BMP2",1
"5750","YY1","SPTA1",1
"5751","CEBPB","TRAF3IP2",1
"5752","IRF1","TRAF3IP2",1
"5753","NR1H4","KNG1",1
"5754","FOXO4","EPO",-1
"5755","FOXO4","VEGFA",-1
"5756","TTF1","ATP7A",1
"5757","SNAI1","GHRHR",1
"5758","PPARG","SCARB1",1
"5759","PPARA","SCARB1",1
"5760","SP1","ACACB",1
"5761","SREBF1","ACACB",1
"5762","RXRB","RARB",1
"5763","NR3C2","INSR",1
"5764","MYC","SKP2",1
"5765","DLX4","CDH1",1
"5766","DLX4","NOS1",1
"5767","GRHL3","NOS1",1
"5768","TP53","PRKAB1",1
"5769","NR0B1","NCOR2",1
"5770","NCOR2","NR0B1",1
"5771","E2F4","CCNB2",-1
"5772","E2F6","CCNB2",-1
"5773","HOXA13","BMP4",1
"5774","HOXD13","BMP4",1
"5775","KAT6A","CCL3",1
"5776","PKNOX1","FABP7",1
"5777","ZNF281","VIM",1
"5778","SP1","ZNF148",1
"5779","TAF1","MYB",1
"5780","TBP","ERVK-11",1
"5781","SPI1","CDKN1B",1
"5782","SPI1","MBP",1
"5783","SP3","CDKN1B",1
"5784","HNF4A","OSM",1
"5785","NR1I2","HNF4A",1
"5786","HNF4A","NR1I2",1
"5787","SMARCA1","KLK3",1
"5788","GATA4","DIO2",1
"5789","NKX2-5","DIO2",1
"5790","NR2F2","MTTP",-1
"5791","PITX2","MTTP",1
"5792","PPARG","SLC2A4",-1
"5793","RXRA","SLC2A4",-1
"5794","ESR1","NOS1",1
"5795","GFI1","ELANE",1
"5796","SPI1","STAT6",1
"5797","ONECUT1","PDX1",1
"5798","DLX4","RPS6KB1",1
"5799","ATF1","ERVW-1",1
"5800","NR5A1","NRIP1",1
"5801","ESR1","ACSBG1",1
"5802","ESR1","FOLR1",-1
"5803","ESR1","SLC10A4",1
"5804","ESR2","FOLR1",1
"5805","SOX8","MYOG",-1
"5806","PPARA","PLA2G2A",1
"5807","KAT5","TNF",1
"5808","SMARCA1","HSPA4",1
"5809","SIX1","EYA1",1
"5810","SIX1","SALL1",1
"5811","SSRP1","IL2",1
"5812","SSRP1","SOCS3",1
"5813","NFKB1","MYC",1
"5814","ESR2","CCL2",-1
"5815","SP1","ESR2",1
"5816","SP1","DLST",1
"5817","JUN","LGALS3",1
"5818","ELK1","CCT8",1
"5819","ELK3","CCT8",1
"5820","TP53","TRAF4",1
"5821","ESR1","RBL2",1
"5822","ESR1","DNMT1",1
"5823","DNMT1","ESR1",-1
"5824","E2F4","ESR1",-1
"5825","E2F4","TP73",-1
"5826","TP53","DSC3",1
"5827","PPARA","PTPRF",1
"5828","NR3C1","CDKN1C",1
"5829","SRF","CSRP2",1
"5830","SP1","CXCR4",1
"5831","CREM","BCL2",-1
"5832","SP1","PRKCA",1
"5833","FOS","PRKCE",1
"5834","JUN","PRKCA",1
"5835","JUN","PRKCE",1
"5836","TFAP4","IL1B",1
"5837","TFAP4","TGFB1",1
"5838","RUNX3","CD4",-1
"5839","MYB","PRKACA",1
"5840","ESR2","MUC1",1
"5841","IKZF1","LEP",1
"5842","TBP","STIP1",1
"5843","TP53","HMGB1",1
"5844","NOTO","LCK",1
"5845","SP1","S100A10",1
"5846","SP1","CYP1B1",1
"5847","SP1","TFAP2C",1
"5848","SP1","STARD3",1
"5849","SP1","ERBB2",1
"5850","SP1","PTEN",1
"5851","YY1","CCL13",1
"5852","MTF1","HSPA4",1
"5853","NR1I2","NR0B2",-1
"5854","NR0B2","NR1I2",1
"5855","NR1H4","UGT2B4",-1
"5856","YY1","SERPINE1",-1
"5857","NFKB2","CCND1",1
"5858","TP53","NFKB2",1
"5859","NFKB2","TP53",1
"5860","GLI1","PTHLH",1
"5861","POU1F1","PECR",1
"5862","SP1","PTH",1
"5863","SP3","PTH",1
"5864","PAX3","PTH",1
"5865","ESR1","GJA1",1
"5866","PHF5A","GJA1",1
"5867","POU4F1","NTRK1",1
"5868","NR4A3","TGFB1",-1
"5869","STAT5A","EBF1",1
"5870","STAT5A","PAX5",1
"5871","PAX5","IL7",1
"5872","STAT5A","IL7",1
"5873","IRF1","NOD1",1
"5874","HSF2","HSPA4",1
"5875","CREB1","FRZB",1
"5876","HES1","EFNB2",1
"5877","HEY1","EFNB2",1
"5878","HEY1","NOTCH4",1
"5879","HEY2","EFNB2",1
"5880","HEY2","NOTCH4",1
"5881","DLX5","BMP2",1
"5882","DLX5","RUNX2",1
"5883","ZNF699","REC114",1
"5884","PITX2","MECP2",1
"5885","PITX2","RSU1",1
"5886","MYBL2","TOM1",1
"5887","GATA1","BACE1",1
"5888","PRDM16","CSF3",1
"5889","PPARA","IFNG",-1
"5890","BCL6","IL18",1
"5891","TFAP2A","PLAUR",1
"5892","APEX1","NQO1",1
"5893","SP1","PTGES",1
"5894","SP3","PTGES",1
"5895","SP1","MGST1",1
"5896","SP1","ATP2A2",1
"5897","MYCN","ABCB1",1
"5898","MITF","MLANA",1
"5899","CUX1","STAT5A",1
"5900","FOXO1","PDK4",1
"5901","KLF8","CCND1",1
"5902","KLF8","PTK2",1
"5903","TBP","ADH4",1
"5904","MAX","ID2",1
"5905","MXD1","ID2",1
"5906","MXD4","ID2",1
"5907","EPAS1","GHRHR",1
"5908","HIF3A","GHRHR",-1
"5909","KLF6","MSRA",1
"5910","TP53","CCNE1",-1
"5911","NR5A2","ADIPOQ",1
"5912","PPARA","ADIPOQ",1
"5913","REST","PAX4",-1
"5914","PPARG","SFTPB",-1
"5915","BHLHA15","GJB1",1
"5916","BHLHA15","GJB2",1
"5917","IRF3","IFIT2",1
"5918","IRF3","IFNA16",1
"5919","SPI1","PRDX6",1
"5920","ZNF362","SLC4A1",1
"5921","MYC","GATA1",-1
"5922","GATA1","MYC",-1
"5923","ATF3","MAP2K1",1
"5924","ATF3","MAPK8",1
"5925","ATF3","HSPB1",1
"5926","JUN","HSPB1",1
"5927","SPI1","CDK6",1
"5928","TP53","YBX1",-1
"5929","YBX1","TP53",-1
"5930","RUNX1","GATA3",1
"5931","IRF1","OGN",1
"5932","CUX1","BCL2",1
"5933","NFKB2","BCL2",1
"5934","BCL3","BCL2",1
"5935","TFAP4","IFNG",1
"5936","YY1","IFNG",1
"5937","ATF2","IFNG",1
"5938","MITF","XRCC1",1
"5939","SP3","TGFBR2",1
"5940","HNF1A","PAX4",1
"5941","NEUROG3","PAX4",1
"5942","PPARG","RARB",1
"5943","ATF4","PPP1R15A",1
"5944","POU5F1","BRCA1",-1
"5945","MEOX2","CDKN1A",1
"5946","FOXM1","NR0B2",1
"5947","ESR1","NR0B2",-1
"5948","NR0B2","ESR1",-1
"5949","TBP","H1-2",1
"5950","TFAP2A","ETS1",1
"5951","ETS1","TFAP2A",1
"5952","MYOD1","UCP3",1
"5953","PPARD","UCP3",1
"5954","FOXN1","ERBB2",1
"5955","THRA","GCG",1
"5956","STAT3","CIITA",1
"5957","CEBPB","IL10",1
"5958","CEBPD","IL10",1
"5959","NR1I2","LCT",1
"5960","USF1","AGT",-1
"5961","JARID2","CCND1",-1
"5962","NR3C1","BDNF",1
"5963","NR3C1","FGF2",1
"5964","NR3C2","BDNF",1
"5965","NR3C2","FGF2",1
"5966","NR5A2","CEL",1
"5967","MYC","JUN",1
"5968","JUN","MYC",1
"5969","SMAD2","IL6",1
"5970","KLF4","GPA33",1
"5971","MYC","CSF2",1
"5972","RUNX3","ITGAL",1
"5973","ETV4","MUC4",1
"5974","ETV1","DYM",1
"5975","ETV1","MUC4",1
"5976","ETV5","MUC4",1
"5977","CDX1","B3GALT5",1
"5978","CDX2","B3GALT5",1
"5979","HNF1A","B3GALT5",1
"5980","HNF1B","B3GALT5",1
"5981","MYC","IGF2R",1
"5982","USF1","IGF2R",1
"5983","USF2","IGF2R",1
"5984","MEF2C","GTF2IRD1",1
"5985","NFYB","NFYA",1
"5986","NFYC","NFYA",1
"5987","RELA","S100A6",1
"5988","STAT1","LPL",1
"5989","ATF4","POLR2C",1
"5990","BCL6","CD80",-1
"5991","SKIL","IL4",1
"5992","NR5A1","AFP",1
"5993","NR5A2","AFP",1
"5994","FOXA2","DLK1",1
"5995","CLOCK","FKBP5",1
"5996","CLOCK","NOCT",1
"5997","CLOCK","USP2",1
"5998","STAT5A","GLYCAM1",1
"5999","STAT5A","GAS1",1
"6000","STAT5A","GAS2",1
"6001","TP53","PRRX1",1
"6002","NR1I3","CYP2C19",1
"6003","NR3C1","CYP2C19",1
"6004","NR1I2","CYP2C19",1
"6005","PITX2","F7",1
"6006","ATF4","HSPA5",1
"6007","ATF1","HSPA5",1
"6008","CREB1","HSPA5",1
"6009","TCF20","DRD1",1
"6010","EWSR1","UPP1",1
"6011","FLI1","UPP1",1
"6012","ESR1","TDG",1
"6013","GFI1","RUNX1T1",1
"6014","GFI1B","RUNX1T1",1
"6015","JUNB","TNFRSF8",1
"6016","JUNB","MTR",1
"6017","PITX2","MTR",1
"6018","PITX2","TNFRSF8",1
"6019","TP53","MAD1L1",-1
"6020","MXD1","TP53",1
"6021","MXD1","MAD1L1",1
"6022","PBX1","NPY",1
"6023","NHLH1","LMO4",1
"6024","THRA","GH1",-1
"6025","HNF4A","STK11",1
"6026","ATF3","ASNS",1
"6027","TFCP2","TFPI2",1
"6028","TTF1","CCDC59",1
"6029","WT1","SPRY1",1
"6030","PPARA","APOA1",1
"6031","TP53","ATP7A",1
"6032","ELF1","NTHL1",1
"6033","ELF1","TSC2",1
"6034","CTCF","HBB",1
"6035","POU2F1","H2AC19",1
"6036","SP1","HP",1
"6037","TP53","PRC1",-1
"6038","ETS2","APP",1
"6039","SRY","SOX17",1
"6040","PPARA","SCP2",1
"6041","CEBPB","ELN",1
"6042","EGR1","AR",-1
"6043","TP53","DUSP1",1
"6044","INSM1","NEUROD1",1
"6045","NEUROD1","INSM1",1
"6046","TCF3","INSM1",1
"6047","PGR","HLTF",1
"6048","SP1","HLTF",1
"6049","SP3","OPRD1",1
"6050","NR1H4","APOC3",-1
"6051","ESR1","EGFR",1
"6052","ELK3","NOS2",1
"6053","ELF2","NOS2",1
"6054","ETS2","NOS2",1
"6055","KLF4","SLC19A2",1
"6056","SP1","SLC19A2",1
"6057","PPARD","PTGS2",1
"6058","JDP2","ATF2",1
"6059","EGR1","UBC",1
"6060","TFAP2A","FGF3",1
"6061","TFAP2A","UBC",1
"6062","SP1","KL",1
"6063","STAT6","COL1A2",1
"6064","JUNB","UBC",1
"6065","BCL3","IL6",1
"6066","BCL3","TNF",1
"6067","GABPA","SKP2",1
"6068","ETS1","GSTM1",1
"6069","ATF2","POLB",1
"6070","E2F6","BRCA1",-1
"6071","BRCA1","E2F6",-1
"6072","E2F6","CBX5",-1
"6073","E2F6","RBBP4",-1
"6074","WT1","GRP",1
"6075","WT1","NOS2",1
"6076","SRY","THOP1",1
"6077","FOXA2","F2",1
"6078","HNF4A","F2",1
"6079","SP1","F2",1
"6080","SP3","F2",1
"6081","NR6A1","BMP15",1
"6082","NR6A1","GDF9",1
"6083","FOXO3","BCL2L11",1
"6084","CEBPA","PTGS2",1
"6085","NKX3-1","SPINT2",1
"6086","JUN","CXCL2",1
"6087","CEBPG","RBFOX2",1
"6088","EGR1","HSPA4",1
"6089","PITX1","CYP11B1",1
"6090","NR5A1","TNF",1
"6091","USF1","CYP19A1",-1
"6092","USF2","CYP19A1",-1
"6093","ASCL2","CYP19A1",1
"6094","KLF4","IAPP",1
"6095","NFE2","HBA1",1
"6096","NR5A1","ADCYAP1",1
"6097","PPARG","FLT1",-1
"6098","ATF2","FLT1",1
"6099","JUN","FLT1",1
"6100","PPARG","SGK1",1
"6101","USF1","CD2",1
"6102","SREBF1","IDH1",1
"6103","SREBF2","IDH1",1
"6104","TP53","IFI16",1
"6105","ZNF135","CADM1",1
"6106","ESR1","HSP90B2P",1
"6107","ALX1","CREBBP",1
"6108","ALX1","OGA",1
"6109","JUND","IL11",1
"6110","BCL11B","SIRT1",1
"6111","AR","PTGER2",1
"6112","PURA","MYH6",-1
"6113","ELK3","MYH6",-1
"6114","SMAD2","GADD45B",1
"6115","SMAD3","GADD45B",1
"6116","SMAD4","GADD45B",1
"6117","SP1","CHI3L1",1
"6118","NCOA1","IFNG",1
"6119","PPARG","BRCA1",1
"6120","RUNX1","ITGAX",1
"6121","MYC","CCNA2",1
"6122","MYC","CDK2",1
"6123","CREB1","HLA-DOB",1
"6124","POU2F2","HLA-DOB",1
"6125","RFXANK","HLA-DOB",1
"6126","CEBPA","TF",1
"6127","CEBPG","TF",1
"6128","DDIT3","TF",1
"6129","STAT1","HSP90AA2P",1
"6130","PGR","PTGER2",1
"6131","USF2","TERT",1
"6132","JUN","GC",1
"6133","CEBPB","CYP1A1",-1
"6134","AR","CYP11B1",1
"6135","AR","CYP11B2",1
"6136","NR2F1","CYP11B2",1
"6137","NR2F1","CYP17A1",-1
"6138","KAT5","BMP4",1
"6139","MSX2","BMP4",1
"6140","SRF","MRTFA",1
"6141","MRTFA","SRF",1
"6142","TP53","DUSP5",1
"6143","E2F3","FGFR2",1
"6144","E2F4","FGFR2",1
"6145","E2F5","FGFR2",1
"6146","REST","GLRA1",1
"6147","HNF1A","UGT1A6",1
"6148","ESR1","GNRHR",-1
"6149","ETV1","SMAD7",1
"6150","NR2C2","SMAD7",1
"6151","EGR1","OCM2",1
"6152","NR4A1","E2F1",1
"6153","HES1","CFD",1
"6154","CEBPA","ELANE",1
"6155","CEBPG","ELANE",1
"6156","ATF6","XBP1",1
"6157","NR2C1","KLK3",1
"6158","THRB","CCND1",-1
"6159","XBP1","IL10",1
"6160","SP1","EIF2AK2",1
"6161","SP3","EIF2AK2",1
"6162","STAT2","EIF2AK2",1
"6163","JUN","KRT16",1
"6164","SP1","KRT16",1
"6165","NCOA1","CSN2",1
"6166","NR2C2","APOE",1
"6167","NFATC4","BDNF",1
"6168","NR1H3","FDPS",1
"6169","AR","PRKCG",1
"6170","AR","RACK1",1
"6171","RXRA","APOA2",1
"6172","JUN","PLAT",1
"6173","JUN","PRDX1",1
"6174","ETV6","BCL2L1",-1
"6175","NFKBIB","PTGS2",1
"6176","PAX6","NEUROD1",1
"6177","NEUROD1","PAX6",1
"6178","YBX1","ABCC2",1
"6179","CREB1","NPY",1
"6180","RFX5","COL1A2",-1
"6181","PBX1","PDX1",1
"6182","TCF3","PDX1",1
"6183","KLF5","DYM",1
"6184","NCOA2","POMC",1
"6185","CEBPG","GH1",1
"6186","CEBPA","BCL2",1
"6187","CEBPB","BCL2",1
"6188","CEBPG","BCL2",1
"6189","CDX2","CDKN1A",1
"6190","USF1","MAPK14",1
"6191","PDX1","NR5A2",1
"6192","NR2F1","GTF2B",1
"6193","NR2F1","LHCGR",-1
"6194","NR2F2","GTF2B",1
"6195","NR2F2","LHCGR",1
"6196","SP1","GTF2B",1
"6197","ELK3","VEGFA",1
"6198","SP1","F2R",1
"6199","TFDP1","CDK2",1
"6200","FOS","CD3E",1
"6201","CEBPB","ACHE",1
"6202","CEBPB","TNFRSF11A",1
"6203","NFYA","ACSBG1",1
"6204","NFYA","CYC1",1
"6205","JUN","INS",-1
"6206","JUN","MYOD1",-1
"6207","MYOD1","JUN",1
"6208","ELK3","PMEL",1
"6209","TAL1","PMEL",1
"6210","HNF4A","PITX2",1
"6211","PITX2","APOC3",1
"6212","GATA1","EPOR",1
"6213","FOS","MYOD1",-1
"6214","MYOD1","FOS",-1
"6215","FOS","MYOG",1
"6216","MYOG","FOS",-1
"6217","JUN","MYOG",1
"6218","MYOG","JUN",1
"6219","JUN","CKM",1
"6220","JUNB","CKM",1
"6221","MYOD1","CKM",1
"6222","MYOG","CKM",1
"6223","FOS","NR3C1",-1
"6224","NR3C1","FOS",-1
"6225","RARA","TMSB10",1
"6226","CEBPB","NEFL",1
"6227","TBP","RARB",1
"6228","MYOD1","DMD",1
"6229","MSC","UQCRQ",1
"6230","NR5A2","UQCRQ",1
"6231","RARA","PML",1
"6232","SP1","RARG",1
"6233","JUN","LARGE1",1
"6234","ETV4","RPL32",1
"6235","MYC","GHRHR",1
"6236","TBP","TKT",1
"6237","POU1F1","CS",1
"6238","MYOD1","HLA-E",1
"6239","FOS","PCK1",-1
"6240","JUN","PCK1",-1
"6241","DBP","PCK1",1
"6242","HOXA10","GLB1",1
"6243","HMGA1","IFNB1",1
"6244","FOS","POMC",1
"6245","WT1","PDGFA",-1
"6246","THRA","TSHB",1
"6247","THRA","B3GNT9",1
"6248","MYOG","MYL1",1
"6249","HOXC6","HOXC5",1
"6250","HOXD10","HOXC5",1
"6251","HOXD11","HOXC5",1
"6252","HOXD9","HOXC5",1
"6253","CREB1","SST",1
"6254","CREB1","VIP",1
"6255","HOXB9","NCAM1",1
"6256","MYB","IL2RA",1
"6257","HLX","IL2RA",1
"6258","JUN","PCNA",1
"6259","SP1","CYP1A1",1
"6260","HNF1B","ADCY10",1
"6261","HNF1B","HNF1A",1
"6262","ESR1","AMH",1
"6263","ESR2","AMH",1
"6264","FOXD1","PGF",1
"6265","FOXG1","PGF",1
"6266","JUN","FOSL1",1
"6267","JUND","FOSL1",1
"6268","AR","PIM1",1
"6269","DBP","ANGPT1",1
"6270","EVX1","TNC",1
"6271","HOXA5","TNC",1
"6272","JUNB","JUN",-1
"6273","JUNB","CSF2",1
"6274","JUNB","CSF3",1
"6275","MYOG","MAP1B",1
"6276","CEBPA","AFP",1
"6277","CEBPB","AFP",1
"6278","TFAP4","APP",1
"6279","POU4F1","NGF",1
"6280","POU2F2","NGF",1
"6281","SP1","FTH1",1
"6282","FOS","TH",1
"6283","JUN","TH",1
"6284","ZNF143","TPP1",1
"6285","ATF2","ACHE",1
"6286","E4F1","ACHE",1
"6287","SP1","UGT1A7",1
"6288","GATA1","TAL1",1
"6289","GATA2","TAL1",1
"6290","GATA1","GYPB",1
"6291","TP53","HLA-E",1
"6292","SSRP1","ESR1",1
"6293","MEF2A","MB",1
"6294","ETS1","CD79A",1
"6295","ETS2","CD79A",1
"6296","POU2F1","H2BC11",1
"6297","POU2F1","LPL",1
"6298","FOS","DHDDS",1
"6299","JUN","DHDDS",1
"6300","JUN","TGFBI",1
"6301","HR","IL6",1
"6302","SP1","MGMT",-1
"6303","NFKB1","HLA-E",1
"6304","NFKB2","HLA-E",1
"6305","RCOR2","HLA-E",1
"6306","MYB","TIMM17A",1
"6307","MYBL2","TIMM17A",1
"6308","EGR2","JUN",1
"6309","CEBPB","CD44",1
"6310","TFAP2A","GH1",1
"6311","USF1","GH1",1
"6312","AR","GHRHR",1
"6313","CEBPG","IGHM",1
"6314","IRF1","UGT1A9",1
"6315","IRF2","UGT1A9",1
"6316","IKZF1","CD3D",1
"6317","FOS","CSF1",-1
"6318","JUN","CSF1",1
"6319","SP1","AVP",1
"6320","RUNX2","CCNE1",-1
"6321","NCOA1","ESR2",1
"6322","STAT5A","BCL2",1
"6323","FOS","PRKAR2B",1
"6324","TP53","PHB1",1
"6325","FLI1","CD79A",1
"6326","GABPA","CD79A",1
"6327","NKX2-2","PAX1",1
"6328","PAX1","NKX2-2",1
"6329","GFI1","GUCY1B1",1
"6330","E2F1","CHEK1",1
"6331","IRF2","THPO",1
"6332","TBP","MYC",1
"6333","RUNX2","SPP1",1
"6334","PPARA","SAT1",1
"6335","HIF1A","PTGS2",1
"6336","ETS2","ADIPOQ",1
"6337","ETS2","ANPEP",1
"6338","DEAF1","HTR1A",-1
"6339","CDX1","CCND1",-1
"6340","ATF3","IGF2",1
"6341","JUN","IGF2",1
"6342","MAFK","CDK6",1
"6343","JDP2","KAT2B",1
"6344","HAND2","DBH",1
"6345","MYBL2","UCHL1",1
"6346","GATA2","MMP2",1
"6347","TP53","SGCA",1
"6348","SP1","DCK",1
"6349","SP1","USF2",1
"6350","USF1","DCK",1
"6351","USF2","DCK",1
"6352","PAX3","DCK",1
"6353","SP3","DCK",1
"6354","ZKSCAN7","CHEK2",1
"6355","NR5A2","NCOR2",1
"6356","MEF2C","TNF",1
"6357","TP53","ELAVL1",1
"6358","ZNF350","GADD45A",-1
"6359","ETV4","MMP1",1
"6360","SMAD7","COL1A2",-1
"6361","CREB1","CDKN1A",1
"6362","MYOD1","MAF",1
"6363","MYOD1","DNASE1",1
"6364","PPARG","MAF",-1
"6365","HNF1A","IAPP",1
"6366","FOXA1","ALB",1
"6367","ZNF91","SCN1A",1
"6368","NACC1","AAR2",1
"6369","LRRFIP1","EGFR",-1
"6370","TFAP2A","EGFR",1
"6371","NRF1","USO1",1
"6372","HNF1A","AFP",1
"6373","EGR1","HPSE",1
"6374","CREB1","HMOX1",1
"6375","JUND","MYC",1
"6376","PPARA","PANK1",1
"6377","ARNT","CDKN1B",1
"6378","SOX10","RET",1
"6379","MYC","CHRNA7",1
"6380","ZBTB16","SUMO1",1
"6381","SSRP1","ABCB1",1
"6382","NR1H4","ABCB1",1
"6383","RXRA","ABCB1",1
"6384","DNMT1","RARB",1
"6385","SP1","ARNT",1
"6386","ARNT","SP1",1
"6387","JUN","MAT2A",1
"6388","IRF2","PRKCA",1
"6389","IRF1","PRKCG",1
"6390","MBD2","CD74",1
"6391","MBD2","HPSE",1
"6392","STAT5A","STAT5B",1
"6393","STAT5B","STAT5A",1
"6394","CREM","PSMA4",1
"6395","PGR","IGF1R",1
"6396","PGR","IRS1",1
"6397","MAZ","INS",1
"6398","ZNF91","INS",1
"6399","MAZ","IAPP",1
"6400","EWSR1","MMP1",1
"6401","FLI1","MMP1",-1
"6402","POU3F1","CXCR4",1
"6403","LEF1","MSX2",1
"6404","SMAD1","MSX2",1
"6405","HOXA11","EGFR",1
"6406","GATA4","NOS3",1
"6407","SP3","NOS3",1
"6408","GLI1","BCL2",1
"6409","GLI3","BCL2",1
"6410","RUNX1","SMARCA4",1
"6411","CEBPB","SLC22A5",1
"6412","EGR1","CCL25",1
"6413","EGR1","TNFSF10",-1
"6414","ATF4","ITIH3",1
"6415","KLF4","ITIH3",1
"6416","SP1","ITIH3",1
"6417","SMAD4","IL10",1
"6418","NR4A1","TH",1
"6419","ZBTB17","CDKN1C",1
"6420","RARG","ABCA1",1
"6421","ZNF384","GSTA2",1
"6422","HNF1A","GSTA2",1
"6423","ZNF384","ALB",1
"6424","SP1","TNFRSF10B",1
"6425","SP1","HLA-DRB1",1
"6426","SP1","MAPK8",1
"6427","RUNX1","PRKCB",1
"6428","TP53","PDRG1",1
"6429","POU2F1","PDRG1",1
"6430","KAT7","CCNA2",1
"6431","SP1","CTSL",1
"6432","CLOCK","CACNB2",1
"6433","SRF","FGFR3",1
"6434","BACH1","TBXAS1",1
"6435","NFE2L2","TBXAS1",1
"6436","NFE2L3","TBXAS1",1
"6437","NRF1","TBXAS1",1
"6438","FOS","NOS2",1
"6439","KLF2","IL7",1
"6440","AR","JAK2",1
"6441","REST","GJD2",-1
"6442","ESR2","LDLR",1
"6443","SMAD4","MUC5AC",1
"6444","SP3","MUC5AC",1
"6445","AR","SULT1A1",1
"6446","NFKB1","NOS3",1
"6447","RELA","NOS3",1
"6448","CEBPG","ICAM1",1
"6449","KLF5","PDGFA",1
"6450","NFKB1","PDGFA",1
"6451","PPARG","IL4",1
"6452","SP1","UTS2R",1
"6453","SP3","ABCC1",1
"6454","SP3","UTS2R",1
"6455","HNF1A","SLC4A2",1
"6456","CEBPE","CDKN1B",1
"6457","AR","NFKB1",-1
"6458","NFKB1","AR",-1
"6459","CEBPB","GDNF",1
"6460","CEBPB","POMC",1
"6461","KLF10","GDNF",1
"6462","KLF10","POMC",1
"6463","CEBPB","SOCS3",1
"6464","NEUROG3","NKX2-2",1
"6465","FIGLA","ZP3",1
"6466","IRF1","IRF8",1
"6467","IRF8","IRF1",1
"6468","IRF4","IFNA1",-1
"6469","STAT4","IRF4",1
"6470","ARID4A","BRMS1",1
"6471","BHLHE40","CRY1",1
"6472","SMAD2","CDKN1A",1
"6473","HNF4A","BAAT",1
"6474","HNF4A","SLC27A5",1
"6475","EGR1","PSEN2",-1
"6476","HNF1A","PCK1",1
"6477","SP1","MSH6",1
"6478","HINFP","CDK2",1
"6479","HINFP","EIF4G1",1
"6480","HINFP","NPAT",1
"6481","HNF1A","NR1I2",1
"6482","KDM5D","SERPINE1",1
"6483","SP1","PYY",1
"6484","CEBPB","PML",1
"6485","CEBPB","RARA",1
"6486","NR0B2","CYP19A1",-1
"6487","CREB1","CEBPB",1
"6488","ATF1","CEBPB",1
"6489","ATF1","CREB1",1
